house_id,actual_price,proj_price,actual_crypto,proj_crypto,bedrooms,bathrooms,acres,floors,waterfront,view,grade,sqft_above,sqft_basement,yr_built
1427,350000,233134.7794,650,430,2,1.5,1.689623508,1,0,0,7,1320,0,1993
1428,470000,415905.1564,870,770,3,2.5,0.111891644,2,0,0,7,2620,0,1999
1429,914600,1083236.904,1690,2000,4,3,1.855762167,2,0,0,11,3180,0,1985
1430,354000,555109.7842,650,1030,4,2.5,0.109320478,2,0,0,8,2900,0,2005
1431,470000,379747.2961,870,700,5,2,0.137741047,1.5,0,0,6,1900,0,1920
1432,715000,564082.1365,1320,1040,3,2,0.123966942,1,0,0,7,1160,600,1927
1433,265000,223917.3841,490,410,2,1,0.091827365,1,0,0,6,760,0,1950
1434,2.54E+06,1283262.84,4690,2370,4,3,0.459136823,2,0,2,10,2760,950,1936
1435,640000,362525.139,1180,670,3,1,0.113498623,1,0,0,7,1530,0,1950
1436,290000,498531.3129,540,920,4,1.75,0.433884298,2,0,0,7,1870,120,1929
1437,480000,871668.0658,890,1610,5,4.75,0.80348944,1,0,0,8,2130,1700,1976
1438,535000,562687.4897,990,1040,3,2,0.12855831,1,0,1,7,1120,920,1954
1439,907000,550314.4998,1680,1020,3,1.75,0.280532599,1,0,0,8,2170,0,1965
1440,459000,375148.636,850,690,3,1.75,0.168273646,1,0,0,7,1090,530,1974
1441,1.36E+06,1118826.385,2510,2070,3,2.5,0.491253444,1,0,3,9,2310,1290,1950
1442,264950,363971.0779,490,670,3,1.5,0.2662764,1,0,0,7,1070,400,1967
1443,352950,421288.4181,650,780,3,1,0.068870523,1.5,0,0,6,1760,0,1900
1444,491500,583881.7499,910,1080,3,2.25,0.300734619,1,0,0,8,1510,720,1974
1445,1.23E+06,1041784.119,2270,1930,4,3.5,0.850183655,2,0,0,10,2830,940,1989
1446,369500,335193.1896,680,620,3,1,0.211065197,1,0,0,7,1200,0,1952
1447,566000,585677.5832,1050,1080,3,2.5,0.144490358,2,0,0,9,2090,0,2004
1448,290000,396876.8107,540,730,3,2.25,0.167768595,1,0,0,7,1210,290,1968
1449,5.35E+06,2939630.62,9890,5440,5,5,0.550619835,2,0,4,12,6720,1280,2009
1450,180000,136530.9639,330,250,3,1,0.122359963,1,0,0,6,870,0,1969
1451,215000,247781.1911,400,460,2,1,0.137741047,1,0,0,6,1010,0,1944
1452,302000,247781.1911,560,460,2,1,0.137741047,1,0,0,6,1010,0,1944
1453,352500,360188.0752,650,670,3,1.75,0.180922865,1,0,0,7,1160,700,1986
1454,235867,149694.4117,440,280,4,2,0.136042241,1,0,0,5,1330,0,1942
1455,500000,490464.7321,920,910,3,2.25,0.274242424,2,0,0,8,1760,0,1978
1456,382000,306278.8471,710,570,3,2.25,0.103305785,2,0,0,7,1800,0,1995
1457,515000,547278.8794,950,1010,5,2.5,0.055142332,1.5,0,0,7,990,700,1930
1458,250000,353445.3317,460,650,1,1,0.059687787,1,0,0,6,660,0,1919
1459,672500,618739.0949,1240,1140,3,2.25,0.121671258,1.5,0,0,7,1250,1150,1939
1460,755000,771127.8103,1400,1430,3,2.25,0.299150597,2,0,0,9,3020,0,1989
1461,707500,594147.4782,1310,1100,3,1,0.058654729,2,0,2,7,1500,0,1910
1462,459000,413566.9095,850,770,4,2,0.08815427,1,0,0,6,960,600,1924
1463,140000,306515.0942,260,570,3,1,0.243801653,1.5,0,0,7,1090,0,1959
1464,495000,512999.3814,920,950,2,1,0.098347107,1,0,0,7,970,0,1905
1465,757000,807762.2045,1400,1490,3,3.25,0.121280992,2,0,0,9,3190,0,2007
1466,765000,807762.2045,1410,1490,3,3.25,0.121280992,2,0,0,9,3190,0,2007
1467,359000,383875.1054,660,710,4,1.5,0.138934803,1,0,0,7,1890,0,1955
1468,440000,376197.1202,810,700,3,1,0.172176309,1,0,0,6,1050,0,1900
1469,400000,330784.7754,740,610,4,1.5,0.165289256,1,0,0,7,1140,250,1965
1470,652000,543285.3764,1210,1010,3,2,0.093663912,1,0,0,7,850,850,1941
1471,260000,279797.7262,480,520,3,1.75,0.134297521,1,0,0,7,1050,0,1980
1472,1.33E+06,975338.1812,2460,1800,5,3,0.247842057,1,0,2,9,2120,1220,1964
1473,519500,216129.9102,960,400,4,2,0.409986226,1,0,0,6,1540,0,1964
1474,650000,460697.0524,1200,850,3,1,0.137557392,1.5,0,0,7,1560,150,1928
1475,280000,505341.9506,520,930,4,2.25,0.185376492,2,0,0,8,2100,0,1978
1476,515000,480570.5239,950,890,4,1.75,0.183195592,1,0,0,8,1730,0,1965
1477,400000,312766.5445,740,580,3,2.25,0.061799816,2,0,0,7,1500,0,1986
1478,652100,628499.8205,1210,1160,3,2.5,0.115174472,2,0,0,9,2380,0,2003
1479,235000,375595.6577,430,690,6,3,0.182644628,2,0,0,7,2180,0,1980
1480,701000,674001.4175,1300,1250,4,1.5,0.231404959,2,0,0,8,1840,0,1907
1481,640000,618974.726,1180,1150,4,2.5,0.220247934,2,0,0,9,2341,0,1997
1482,455800,287217.3113,840,530,3,2.5,0.10523416,2,0,0,7,1690,0,2002
1483,504750,542009.6207,930,1000,3,2.5,0.503604224,2,0,0,8,2490,0,1993
1484,483000,701814.012,890,1300,3,3,0.356749311,2,0,0,9,2440,0,1992
1485,530000,846165.4825,980,1570,3,0.75,0.468595041,1,1,2,6,920,0,1950
1486,250000,206351.0945,460,380,2,1,0.201698806,1,0,0,6,1030,0,1956
1487,229950,357510.7751,430,660,5,2.75,0.13510101,1,0,0,7,1260,740,1994
1488,884744,1087539.637,1640,2010,4,3.5,0.216115702,2,0,0,9,4210,0,2001
1489,514000,348712.3535,950,650,3,1.5,0.228741965,1,0,0,7,1080,530,1977
1490,532000,527777.9103,980,980,3,2.25,0.803833792,1,0,0,8,1430,480,1977
1491,423000,514521.5688,780,950,4,2.5,0.127157943,2,0,0,8,2660,0,2004
1492,420000,416255.9182,780,770,2,1,0.092401286,1,0,2,6,820,0,1922
1493,521000,421489.5849,960,780,3,1.75,0.418962351,1,0,0,8,1730,0,1988
1494,577000,536946.8355,1070,990,4,2.25,0.17194674,2,0,0,8,2360,0,1979
1495,425000,314183.6018,790,580,3,1,0.184573003,1,0,0,7,970,0,1956
1496,495000,482131.4008,920,890,4,2.5,0.111616162,2,0,0,8,2460,0,2004
1497,340000,732027.3946,630,1350,3,2.5,0.196900826,2,0,0,9,2690,0,1987
1498,499950,473921.1404,920,880,3,3.5,0.045707071,2,0,0,8,1430,390,2014
1499,1.22E+06,846036.8436,2250,1570,4,3,0.109044995,2,0,2,9,2370,1100,2014
1500,720000,812018.0576,1330,1500,4,2.75,0.175252525,1,0,2,8,2110,1260,1977
1501,249000,393477.8158,460,730,3,1.5,0.189325069,1,0,0,7,1010,690,1970
1502,206135,252497.0539,380,470,3,1,0.254132231,1,0,0,7,1340,0,1978
1503,300000,402326.6928,550,740,5,2.75,0.212947658,2,0,0,7,2000,0,1968
1504,612000,988329.663,1130,1830,6,3,0.32231405,1.5,0,3,8,2460,1380,1949
1505,1.10E+06,1307642.28,2040,2420,5,2.5,0.626974288,2,0,2,10,3890,0,1950
1506,230000,311480.1708,430,580,4,2,0.208907254,1.5,0,0,7,1220,0,1970
1507,850000,765621.5187,1570,1420,3,1,0.105601469,1,0,2,8,1250,1030,1936
1508,355000,482528.9822,660,890,4,2.5,0.160697888,1,0,0,7,1940,830,1979
1509,442000,670835.6326,820,1240,4,2.5,0.166505969,2,0,0,9,2520,0,1990
1510,399000,630710.0501,740,1170,4,3,0.114784206,2,0,0,8,3060,0,2001
1511,360000,620061.0983,670,1150,4,2.5,0.163337925,2,0,0,9,2390,0,1999
1512,390000,429536.8925,720,790,3,1.75,0.177341598,1,0,0,8,1320,0,1978
1513,413000,628842.192,760,1160,5,2.5,0.199977043,1,0,0,8,1650,1250,1977
1514,190000,218618.6772,350,400,2,1,0.218089991,1,0,0,6,700,0,1951
1515,432900,488436.2395,800,900,3,2.5,0.211799816,2,0,0,8,2210,0,1998
1516,621138,643186.32,1150,1190,3,2.25,0.177708907,2,0,0,9,2180,0,1986
1517,270000,331637.3465,500,610,3,2.25,0.097612489,1.5,0,0,7,1550,530,2003
1518,610000,515277.0245,1130,950,4,2.25,0.804407713,1,0,0,8,1490,600,1980
1519,500000,628193.7073,920,1160,3,2,0.126836547,1,0,2,7,960,760,1941
1520,715000,579097.6444,1320,1070,4,2.25,0.93285124,1,0,0,8,2460,0,1968
1521,264000,357787.7944,490,660,3,1.5,0.340243343,1,0,0,7,1470,0,1958
1522,550000,717311.8663,1020,1330,3,1.75,0.073461892,1.5,0,0,8,1650,0,1901
1523,337000,405029.7073,620,750,3,2,0.208608815,1,0,0,8,1690,0,1997
1524,170000,161321.1891,310,300,3,1,0.199954086,1,0,0,6,970,0,1962
1525,405000,456541.331,750,840,4,2.5,0.20879247,1,0,0,7,1130,900,1972
1526,775000,819937.3785,1430,1520,4,2.5,0.655716253,1,0,0,10,2540,0,1984
1527,425000,356177.671,790,660,3,2.25,0.171602388,1,0,0,7,1200,370,1983
1528,713000,725500.152,1320,1340,5,2.75,0.212167126,2,0,2,8,1720,860,1967
1529,555000,568775.78,1030,1050,5,2.5,0.2,1,0,0,8,1420,670,1966
1530,810000,768935.0935,1500,1420,4,2.5,0.128741965,2,0,0,9,3260,0,2003
1531,1.25E+06,1283593.882,2310,2370,4,3.75,0.947268136,2,0,0,11,3830,0,1990
1532,819000,967777.796,1510,1790,3,3.5,0.141184573,2,0,2,8,1530,600,1908
1533,409900,401014.5542,760,740,3,2.5,0.027548209,2,0,0,8,1410,280,2013
1534,935000,679210.8708,1730,1260,2,2.5,0.047451791,2,0,0,9,1780,0,1974
1535,657500,561618.1031,1220,1040,4,1.75,0.173553719,1,0,3,7,1380,240,1947
1536,900000,915051.6876,1660,1690,6,3.75,0.140151515,2,0,0,9,3280,930,2008
1537,932800,748186.7239,1730,1380,5,3.25,0.162878788,2.5,0,0,9,2980,0,1998
1538,391000,458005.0892,720,850,3,2,0.20661157,1,0,0,8,1490,0,1977
1539,420000,445659.9362,780,820,4,2.5,0.225550964,2,0,0,8,2110,0,2000
1540,1.30E+06,1689359.826,2400,3130,6,3.5,0.75,2,0,0,10,5153,1410,2002
1541,415000,498869.2242,770,920,3,1.5,0.385674931,1,0,0,8,1510,0,1956
1542,350000,589893.4498,650,1090,3,1.75,0.216368228,1,0,0,8,1590,240,1946
1543,375000,419950.1532,690,780,2,1,0.041781451,2,0,0,7,830,400,1948
1544,860000,751464.7247,1590,1390,3,1.75,0.324494949,1,0,2,8,1300,880,1947
1545,495000,639981.5696,920,1180,4,2.25,0.203673095,1,0,0,8,1110,1110,1961
1546,250000,388597.3696,460,720,4,2.25,0.192837466,1,0,0,7,1730,0,1962
1547,365000,522442.2669,680,970,4,2.25,0.489256198,1,0,0,8,1990,0,1968
1548,503000,391519.5453,930,720,3,2.75,0.155188246,1,0,0,7,1210,330,1980
1549,150000,250166.8554,280,460,2,1,0.165289256,1,0,0,6,1100,0,1944
1550,450000,600962.2697,830,1110,4,1.75,0.033976125,1,0,0,7,820,820,1912
1551,355000,542439.2289,660,1000,4,3,0.165587695,2,0,0,8,2590,0,2001
1552,245000,340235.9969,450,630,3,2,0.214256198,2,0,0,7,1450,0,1972
1553,265900,257755.3342,490,480,3,2,0.178902663,1,0,0,7,1180,0,1992
1554,299000,408583.6476,550,760,4,2.5,0.173898072,1,0,0,7,1220,600,1975
1555,957500,837543.2375,1770,1550,4,2.25,0.26453168,2,0,0,10,2360,0,1968
1556,343000,264112.3837,630,490,3,1,0.166437098,1,0,0,7,1120,0,1972
1557,307500,295020.3,570,550,3,2.25,0.169054178,2,0,0,7,1646,0,1994
1558,937500,1343763.316,1730,2490,5,3.75,0.335146924,2,0,3,10,4210,0,2004
1559,610000,639656.1068,1130,1180,3,3,1.039990817,1,0,0,8,1620,860,1976
1560,720000,638350.9944,1330,1180,3,1.5,0.162534435,1,0,2,8,1310,280,1952
1561,610000,582796.246,1130,1080,4,2,0.060146924,1.5,0,0,7,1650,480,1919
1562,434500,357651.1994,800,660,3,1.75,0.18285124,1,0,0,7,1650,0,1967
1563,602500,951296.3286,1110,1760,2,2.5,1.079981635,1,0,0,10,2250,840,1979
1564,607010,464430.3641,1120,860,4,2.5,0.091827365,2,0,0,8,1700,480,2002
1565,610000,453674.3746,1130,840,3,1,0.132001837,1,0,0,7,1040,760,1947
1566,828500,1072811.491,1530,1990,4,2.5,0.80348944,2,0,0,10,3720,0,1983
1567,199990,168560.6892,370,310,3,1,0.19651056,1,0,0,6,1100,0,1961
1568,294000,279376.9829,540,520,3,1.75,0.214921947,1,0,0,7,1530,0,1987
1569,789500,708537.4877,1460,1310,4,2.5,0.140036731,2,0,0,9,3010,0,2005
1570,797000,1022029.237,1470,1890,3,3.5,0.217470156,2,0,0,10,3500,0,2008
1571,539950,466805.0716,1000,860,5,3,0.120523416,2,0,0,7,3100,0,2006
1572,284950,423347.2987,530,780,4,1.5,0.155601469,1,0,0,7,1170,830,1962
1573,776500,423920.1186,1440,780,4,1.5,0.238108356,1,0,0,7,1510,780,1965
1574,525000,492491.8629,970,910,4,2.5,0.23117539,1,0,0,7,1510,890,1967
1575,303000,444447.3376,560,820,3,2.5,0.113797062,2,0,0,8,1850,0,1999
1576,722080,905263.8101,1340,1680,3,3.25,0.175619835,2,0,0,9,2340,1340,1988
1577,140000,306538.0251,260,570,3,1,0.171556474,1,0,0,7,1060,0,1959
1578,235000,306538.0251,430,570,3,1,0.171556474,1,0,0,7,1060,0,1959
1579,440000,529404.1081,810,980,3,1,0.126262626,1.5,0,0,7,1610,0,1903
1580,605000,546826.0511,1120,1010,3,1.75,0.137741047,1.5,0,0,7,1630,700,1940
1581,380000,514200.4569,700,950,2,1,0.110192837,1,0,0,8,1060,150,1950
1582,352000,474156.148,650,880,4,1,0.204086318,1,0,0,7,980,550,1925
1583,420000,428959.0123,780,790,4,2.25,0.275482094,1,0,0,7,1360,910,1979
1584,1.18E+06,1085842.01,2170,2010,4,2,0.165748393,2,0,2,10,2590,0,1930
1585,1.38E+06,540247.1918,2540,1000,3,1.5,0.242699725,1,0,0,8,1850,0,1953
1586,300000,313391.2489,550,580,3,1.5,0.338613407,1.5,0,0,6,1500,0,1933
1587,1.15E+06,1537460.005,2130,2850,4,3.25,1.126974288,2,0,0,11,4740,0,1990
1588,453500,516251.0647,840,960,2,1.5,0.096166208,1,0,1,7,1160,550,1951
1589,443500,513358.4558,820,950,3,2,0.174426079,1,0,0,8,1920,0,1972
1590,332000,349563.8525,610,650,2,1,0.186822773,1,0,0,7,1150,0,1954
1591,655000,484394.7626,1210,900,3,2.5,0.108379247,2,0,0,8,2320,0,2004
1592,475000,331798.5761,880,610,4,1,0.137741047,1.5,0,0,7,1420,0,1950
1593,372500,303581.2028,690,560,3,1.75,0.297428834,1,0,0,7,1210,340,1988
1594,1.05E+06,1002468.91,1940,1860,4,2.5,0.165289256,1,0,3,8,1470,1450,1921
1595,500000,505942.1123,920,940,3,1.75,0.096418733,1,0,0,7,830,790,1945
1596,900000,738409.1173,1660,1370,6,2.75,0.568709826,1.5,0,0,9,2300,0,1950
1597,327500,204209.7324,610,380,3,1,0.163911846,1,0,0,7,1070,0,1989
1598,390000,555354.462,720,1030,3,1.75,0.163521579,1,0,0,7,1790,0,1913
1599,451101,427198.3743,830,790,2,1.5,0.045041322,2,0,0,8,1510,0,1985
1600,455000,546417.8229,840,1010,4,1,0.133149679,1.5,0,2,7,1340,0,1914
1601,650000,905133.1707,1200,1680,4,2.5,1.07318641,2,0,0,10,3350,0,2004
1602,895000,816872.2498,1660,1510,3,2.5,0.177823691,2,0,0,10,1910,590,1993
1603,800000,569706.0447,1480,1050,4,2.25,0.244811754,1,0,1,7,1510,840,1952
1604,703770,669146.9301,1300,1240,4,2.25,0.296556474,2,0,0,9,2550,0,1987
1605,249950,330821.7068,460,610,3,1.75,0.239990817,1,0,0,7,1320,0,1968
1606,512000,458529.3861,950,850,2,2,0.0890955,1,0,0,6,610,660,1926
1607,780000,692339.58,1440,1280,5,2.5,1.7,1,0,0,8,1980,1500,1972
1608,336000,610814.96,620,1130,3,2.25,0.266873278,2,0,0,8,2820,0,1986
1609,285000,378646.6456,530,700,3,2,0.158402204,1.5,0,0,6,1220,890,1955
1610,229900,277561.7466,430,510,3,1.75,0.16584022,1,0,0,7,1100,0,1981
1611,667500,710766.6841,1230,1320,4,3,0.091827365,1.5,0,0,8,1540,380,1931
1612,378000,405663.7273,700,750,4,2.5,0.280899908,1,0,0,7,1230,660,1978
1613,454000,571457.7081,840,1060,3,2.5,1.003971534,2,0,0,8,1530,1000,1991
1614,537500,360917.0077,990,670,4,2.5,0.106290174,2,0,0,7,2550,0,2005
1615,425000,314341.0137,790,580,3,1,0.095500459,1.5,0,0,6,1550,0,1926
1616,290000,276567.0958,540,510,3,2,0.151515152,1,0,0,7,1760,0,1998
1617,349500,362520.6327,650,670,3,2,0.082644628,1,0,0,7,1270,0,1963
1618,370000,306141.9638,680,570,3,2.75,0.037993572,2,0,0,7,830,420,2006
1619,549500,507699.7473,1020,940,3,1.75,0.193709826,1,0,0,8,1620,0,1961
1620,245000,250450.9062,450,460,2,1,0.14513315,1,0,0,6,710,0,1942
1621,208000,232043.2104,380,430,3,1.75,0.165289256,1,0,0,7,1070,0,1994
1622,248000,631760.4024,460,1170,4,2.25,0.201101928,1,0,0,8,1160,1160,1966
1623,610000,1571578.73,1130,2910,4,3.25,0.850734619,1.5,0,0,9,5450,0,1984
1624,550000,404760.2092,1020,750,4,2.5,0.117447199,2,0,0,8,1670,0,1999
1625,750000,924616.395,1390,1710,3,2.75,4.75,2,0,2,10,3010,0,2001
1626,192000,319644.4093,360,590,2,1.75,0.169421488,1,0,0,6,1340,0,1940
1627,169317,596051.0591,310,1100,2,1,0.091827365,1,0,2,7,790,0,1908
1628,1.20E+06,933761.6142,2220,1730,4,3.5,0.088383838,2.5,0,0,10,2790,610,2008
1629,880000,477504.3893,1630,880,2,1,0.145775941,1.5,0,0,7,1530,0,1923
1630,210000,254812.2198,390,470,1,1,0.16365932,1,0,0,6,930,0,1948
1631,180500,360374.462,330,670,3,1.5,0.224977043,1,0,0,7,1010,530,1973
1632,540000,582287.681,1000,1080,4,2,0.667539027,2,0,0,9,1990,0,1984
1633,520000,627367.9123,960,1160,3,1.75,0.820064279,1,0,0,9,2300,0,1984
1634,177500,312277.9761,330,580,3,1.5,0.137741047,1,0,0,7,1220,0,1968
1635,415000,761387.853,770,1410,3,1.75,0.129706152,1,0,2,8,1190,1190,1956
1636,495000,482351.7504,920,890,4,2.5,0.165289256,1,0,0,7,1010,1010,1968
1637,325000,545088.1853,600,1010,3,2.25,0.22144169,1,0,0,8,1890,0,1966
1638,440000,297851.2374,810,550,2,1.75,0.112557392,1,0,0,7,1330,0,1985
1639,411000,397439.2125,760,740,3,1.75,0.225987144,1,0,0,7,1190,300,1959
1640,810000,824136.3488,1500,1530,5,3.5,0.220385675,2,0,0,9,2550,1000,1998
1641,561750,532073.0424,1040,980,5,1.75,0.206519743,1,0,2,7,1020,1020,1962
1642,835100,740154.3118,1540,1370,4,2.5,0.288636364,1,0,0,9,2380,0,1963
1643,450000,488669.8633,830,900,3,2.25,0.228856749,1,0,0,8,1450,330,1985
1644,238000,277538.9606,440,510,3,2.5,0.064439853,2,0,0,7,1650,0,2004
1645,299000,235186.9921,550,440,3,1,3.278305785,1,0,0,7,1510,0,1974
1646,570000,392846.208,1050,730,2,1,0.143250689,1,0,0,7,1100,0,1941
1647,340000,508253.224,630,940,3,1.75,0.289853076,2,0,0,8,2190,0,1978
1648,450000,504894.5677,830,930,2,1.75,0.052226814,1.5,0,0,6,1040,720,1912
1649,272750,366414.6945,500,680,4,1.5,0.201698806,1,0,0,7,1330,470,1966
1650,520000,318665.7432,960,590,4,2,0.146464646,2,0,0,6,1860,140,1949
1651,284950,300115.8397,530,560,3,1,0.246166208,1,0,0,7,990,0,1960
1652,255000,413875.5318,470,770,2,1.5,0.221763085,1,0,0,7,1480,0,1949
1653,231500,395724.9816,430,730,2,1,0.217814509,1,0,0,7,1200,0,1941
1654,415000,735358,770,1360,1,2,4.7,2.5,0,2,8,3000,0,1979
1655,330000,551743.5993,610,1020,4,2.5,0.137741047,2,0,0,7,3504,0,2006
1656,365000,331325.0041,670,610,3,1.5,0.280991736,1,0,0,7,1300,0,1963
1657,425000,460810.2468,790,850,4,2,0.210927456,1.5,0,0,7,1330,0,1928
1658,400000,436241.9998,740,810,4,1.75,0.148760331,1,0,0,7,1120,730,1958
1659,335000,632267.9734,620,1170,4,2.5,0.222704316,2,0,0,9,2240,0,1989
1660,342000,307856.7105,630,570,3,3,0.028719008,2,0,0,7,1040,220,2003
1661,490000,618715.9323,910,1140,8,5,0.05922865,2,0,0,8,1880,920,1997
1662,331500,341222.8705,610,630,4,1.75,0.328719008,1,0,0,7,1820,0,1969
1663,960000,1203052.482,1770,2230,3,2.5,0.094168962,3,1,4,8,1730,0,1996
1664,720500,841738.2097,1330,1560,4,2.5,0.810330579,2,0,0,9,3350,0,1985
1665,830000,1054589.547,1530,1950,3,2.5,0.150367309,2,0,2,8,2840,530,1912
1666,662990,472803.6977,1230,870,3,1.75,0.082644628,1.5,0,0,7,1240,0,1926
1667,220000,322406.544,410,600,4,2,0.24120753,1.5,0,0,6,2340,0,1959
1668,349950,473743.335,650,880,5,2,0.095936639,1,0,0,7,940,940,1952
1669,550000,605148.9186,1020,1120,3,2,0.04956382,1,0,0,7,1010,800,1922
1670,396000,446007.5514,730,830,3,1.75,0.130119376,1,0,0,6,1200,1140,1941
1671,635000,670079.8441,1170,1240,4,1.5,0.091827365,2,0,0,7,2820,0,1911
1672,293000,370380.2701,540,690,3,1,0.175619835,1,0,0,7,1020,0,1940
1673,339000,433336.3112,630,800,3,2.25,0.232323232,1,0,0,7,1290,800,1979
1674,285000,298612.6803,530,550,4,2.25,0.200505051,2,0,0,7,1830,0,1991
1675,775000,693382.4101,1430,1280,6,2.75,0.114784206,1.5,0,0,7,2480,500,1916
1676,224000,342647.0714,410,630,4,1.5,0.213246097,1,0,0,7,1600,0,1959
1677,2.25E+06,1536798.519,4160,2840,4,3.5,0.186524334,2,0,3,10,3140,1300,1922
1678,165050,311433.7727,310,580,3,1,0.195454545,1,0,0,7,1200,0,1959
1679,275000,486592.8021,510,900,3,1.25,0.103305785,1.5,0,0,7,1230,0,1913
1680,445000,615766.1881,820,1140,5,3,0.126262626,1,0,0,7,1750,1180,1951
1681,510000,560455.9792,940,1040,3,2.25,0.887029385,1,0,0,8,1930,440,1978
1682,1.23E+06,728069.0822,2270,1350,4,2.5,0.160697888,2,0,0,9,3040,0,2001
1683,390000,373717.2613,720,690,3,1.5,0.309917355,1,0,0,7,1060,550,1970
1684,460000,600096.2899,850,1110,3,2.25,0.23989899,1,0,0,8,1390,960,1977
1685,700000,552876.6384,1290,1020,3,1.75,0.33822314,1,0,0,8,2000,0,1958
1686,874150,1061014.164,1620,1960,4,3.5,0.330716253,2,0,1,10,2570,960,1987
1687,470000,512263.747,870,950,3,2.25,0.224977043,2,0,0,8,2220,0,1987
1688,374000,280087.3081,690,520,3,1.75,0.216161616,1,0,0,6,2000,0,1961
1689,510000,371756.7852,940,690,2,1.75,3.009986226,1.5,0,0,7,1210,0,1950
1690,467000,391913.0029,860,730,2,2.5,0.027112029,3,0,0,8,1140,0,2007
1691,576000,478450.3699,1060,890,4,2.5,0.652089073,2,0,0,8,2440,0,2002
1692,196440,147995.8862,360,270,3,2,0.168778696,1,0,0,6,1560,0,1992
1693,825000,919952.9358,1530,1700,4,2.5,0.433907254,2,0,0,10,3210,0,1993
1694,281000,252373.0667,520,470,2,1,0.059687787,1,0,0,7,930,0,1981
1695,326000,303355.3172,600,560,3,2.5,0.036202938,3,0,0,7,1782,0,2000
1696,340000,308713.0774,630,570,3,1.75,1.06932966,1,0,0,7,1740,0,1980
1697,440000,779141.6586,810,1440,5,1.75,0.827272727,1,0,0,9,1890,1800,1985
1698,749000,712751.6537,1380,1320,4,2.5,0.417791552,2,0,0,9,2930,0,1998
1699,340000,276190.5005,630,510,4,1,0.190909091,1.5,0,0,7,1230,0,1963
1700,561000,582070.7622,1040,1080,3,2,0.160697888,2,0,0,7,2000,0,1916
1701,270000,335843.5406,500,620,3,2.25,0.18204775,1,0,0,7,1160,360,1988
1702,600000,467109.9977,1110,860,2,1,0.082644628,1,0,0,7,1040,0,1919
1703,219900,149900.3366,410,280,4,1.5,0.124586777,1,0,0,6,1120,0,1969
1704,617000,488690.4434,1140,900,3,1.75,8.269995409,2,0,0,8,3020,0,1992
1705,469000,497294.811,870,920,3,2.25,0.19389348,2,0,0,8,1820,0,1978
1706,229000,363066.755,420,670,3,1,1.3,1,0,0,7,1370,0,1942
1707,1.27E+06,1072883.323,2340,1990,4,3,0.060743802,2.5,0,0,9,2290,840,1906
1708,365000,398040.496,670,740,3,1.5,0.190564738,1,0,0,7,1290,350,1958
1709,429000,653990.142,790,1210,4,2.5,0.213521579,2,0,0,9,2650,0,2001
1710,550000,683875.1907,1020,1270,4,2.5,0.156313131,2,0,0,9,2850,0,2003
1711,453000,497267.5262,840,920,3,2.5,0.374196511,1,0,0,7,1220,600,1955
1712,187500,279396.7422,350,520,3,1.5,0.160697888,1,0,0,7,1180,0,1977
1713,520500,405532.4824,960,750,6,2.5,0.32943067,1,0,0,7,1640,240,1955
1714,300000,297169.7539,550,550,3,1.75,0.293296602,1,0,0,7,1280,0,1977
1715,799000,746915.0851,1480,1380,4,3.25,0.114784206,2,0,0,9,2370,750,2005
1716,338000,510025.8709,620,940,3,2.5,0.11359045,2,0,0,8,2470,0,2003
1717,800000,659090.5505,1480,1220,3,1,0.101010101,1.5,0,0,8,1700,0,1906
1718,360000,432083.4863,670,800,2,2,0.073461892,1,0,1,6,590,590,1945
1719,442500,506981.3136,820,940,6,2.5,0.240817264,1,0,0,7,1400,1400,1968
1720,700000,-82091.40978,1290,#NUM!,4,1,37.90998623,1,0,3,6,1300,0,1920
1721,830000,827413.7118,1530,1530,5,3,0.220408632,1,0,0,9,1970,1070,1968
1722,360400,463435.6971,670,860,3,2.5,0.266115702,2,0,0,8,1630,0,1987
1723,345000,314695.8397,640,580,3,1,0.214393939,1,0,0,7,1340,0,1960
1724,300000,386867.0818,550,720,3,1.75,1.189990817,1,0,0,7,1430,400,1966
1725,350000,312518.5531,650,580,3,1,0.247933884,1,0,0,7,1240,0,1959
1726,368000,448809.2663,680,830,4,2,0.847107438,1,0,0,7,1540,960,1972
1727,264000,502994.9718,490,930,3,1.75,0.171763085,1,0,0,8,1760,0,1966
1728,435000,678409.0194,800,1260,3,2,0.38285124,1,0,0,9,2210,450,1990
1729,200000,468695.3529,370,870,3,1.5,0.363567493,1.5,0,0,6,2060,0,1903
1730,620000,738842.6458,1150,1370,5,2.5,0.087970615,2,0,0,8,1760,780,1929
1731,1.68E+06,1211051.068,3100,2240,5,4.25,0.26322314,2,0,0,10,3720,1110,2014
1732,337000,581175.7961,620,1080,3,1.75,0.137741047,1,0,0,7,700,700,1919
1733,1.93E+06,1413301.658,3560,2610,4,3.25,0.465932048,2,0,0,11,4280,0,1984
1734,544500,448966.2832,1010,830,4,2.5,0.239072544,1,0,0,7,1450,780,1974
1735,252000,576513.1783,470,1070,1,1,0.037603306,1,0,4,6,680,0,1910
1736,445000,450897.9634,820,830,4,2.5,0.086868687,2,0,0,8,2340,0,2008
1737,379500,352938.2407,700,650,3,2.25,0.325895317,2,0,0,7,2070,0,1989
1738,189950,485400.5265,350,900,4,2,0.096992654,1,0,0,6,910,1000,1919
1739,469000,210237.4806,870,390,3,1,0.097566575,1.5,0,0,6,950,0,1948
